id,type,prix,date_debut,date_fin,statut
7500,Premium Hebdomadaire,21.47,2026-06-11,2026-06-20,ACTIVE
3425,Basique Hebdomadaire,10.0,2024-11-03,2024-11-10,ACTIVE
66,Etudiant Mensuel,30.43,2023-02-03,2023-03-03,EXPIRE
2964,Pro Annuel,698.09,2025-10-25,2026-10-25,ACTIVE
5670,Pro Annuel,702.39,2023-08-06,2024-08-03,EXPIRE
8963,Pro Annuel,738.45,2025-07-09,2026-07-16,ACTIVE
355,Etudiant Mensuel,27.96,2025-04-25,2025-05-23,ACTIVE
8172,Basique Hebdomadaire,14.49,2026-09-26,2026-10-03,ACTIVE
4031,Basique Hebdomadaire,14.54,2023-02-06,2023-02-13,ACTIVE
8535,Pro Annuel,712.27,2026-11-01,2027-11-07,EXPIRE
3652,Pro Annuel,710.98,2023-10-02,2024-10-07,ACTIVE
6740,Basique Mensuel,40.64,2026-05-16,2026-06-18,ACTIVE
3298,Premium Mensuel,64.09,2024-09-27,2024-10-28,ACTIVE
4128,Basique Hebdomadaire,16.75,2024-07-20,2024-07-27,EXPIRE
8044,Family Mensuel,81.69,2026-12-26,2027-01-26,ACTIVE
4768,Basique Mensuel,39.54,2026-05-05,2026-06-05,EXPIRE
473,Premium Hebdomadaire,17.26,2026-12-26,2027-01-02,EXPIRE
3762,Etudiant Mensuel,30.47,2024-12-03,2025-01-05,EXPIRE
8618,Family Mensuel,81.3,2025-08-23,2025-09-23,EXPIRE
3567,Premium Mensuel,68.7,2025-01-12,2025-02-16,ACTIVE
2761,Premium Mensuel,69.42,2024-09-26,2024-10-30,ACTIVE
869,Premium Hebdomadaire,22.18,2023-04-17,2023-04-26,ACTIVE
9383,Family Mensuel,80.92,2024-07-27,2024-08-27,EXPIRE
8689,Basique Mensuel,43.76,2026-09-24,2026-10-28,EXPIRE
4053,Premium Mensuel,73.62,2023-07-10,2023-08-08,EXPIRE
6131,Family Mensuel,80.53,2025-02-18,2025-03-19,ACTIVE
3245,Premium Hebdomadaire,19.48,2025-01-05,2025-01-14,ACTIVE
4843,Basique Mensuel,41.22,2026-02-28,2026-03-27,EXPIRE
9331,Pro Annuel,740.53,2025-07-18,2026-07-27,EXPIRE
5641,Basique Hebdomadaire,15.41,2023-05-24,2023-06-01,EXPIRE
5781,Family Mensuel,77.77,2026-08-04,2026-09-03,EXPIRE
8541,Family Mensuel,82.61,2023-07-13,2023-08-09,EXPIRE
1076,Pro Annuel,657.1,2024-01-21,2025-01-19,EXPIRE
2958,Premium Hebdomadaire,19.36,2026-09-19,2026-09-27,SUSPENDU
6753,Etudiant Mensuel,31.13,2024-07-19,2024-08-23,ACTIVE
8658,Premium Mensuel,75.76,2024-07-28,2024-08-25,ACTIVE
7273,Etudiant Mensuel,30.74,2023-06-03,2023-07-01,ACTIVE
4760,Premium Hebdomadaire,22.29,2023-05-01,2023-05-09,EXPIRE
4863,Basique Hebdomadaire,13.27,2024-06-12,2024-06-20,SUSPENDU
7026,Basique Mensuel,43.21,2026-11-17,2026-12-22,ACTIVE
7648,Pro Annuel,703.67,2024-11-16,2025-11-11,SUSPENDU
7162,Basique Hebdomadaire,13.89,2024-05-10,2024-05-19,ACTIVE
74,Premium Hebdomadaire,23.81,2024-08-12,2024-08-20,EXPIRE
4902,Etudiant Mensuel,26.16,2025-04-16,2025-05-18,ACTIVE
4376,Family Mensuel,83.65,2025-02-17,2025-03-23,ACTIVE
6699,Basique Mensuel,39.56,2026-06-24,2026-07-23,ACTIVE
9806,Basique Mensuel,40.13,2025-11-16,2025-12-19,EXPIRE
1102,Etudiant Mensuel,21.1,2025-09-15,2025-10-11,ACTIVE
9538,Etudiant Mensuel,29.82,2025-08-11,2025-09-06,EXPIRE
7656,Family Mensuel,79.39,2023-08-04,2023-09-01,ACTIVE
5236,Premium Mensuel,73.71,2024-11-27,2024-12-23,ACTIVE
5166,Basique Hebdomadaire,14.74,2024-03-17,2024-03-23,EXPIRE
119,Basique Hebdomadaire,16.05,2025-02-17,2025-02-25,ACTIVE
2023,Pro Annuel,730.44,2023-06-20,2024-06-15,EXPIRE
9886,Pro Annuel,698.02,2024-12-11,2025-12-05,ACTIVE
2639,Premium Hebdomadaire,18.13,2025-03-13,2025-03-20,ACTIVE
2035,Premium Mensuel,67.7,2024-01-22,2024-02-20,ACTIVE
2565,Premium Hebdomadaire,19.38,2025-10-22,2025-10-31,EXPIRE
8666,Premium Hebdomadaire,21.34,2025-01-04,2025-01-13,EXPIRE
3544,Premium Hebdomadaire,18.05,2024-02-02,2024-02-08,ACTIVE
1220,Pro Annuel,703.85,2023-05-05,2024-04-30,ACTIVE
9715,Pro Annuel,700.81,2023-04-17,2024-04-19,ACTIVE
6712,Etudiant Mensuel,30.56,2024-04-23,2024-05-20,ACTIVE
2904,Premium Mensuel,73.08,2026-12-15,2027-01-17,ACTIVE
3027,Basique Hebdomadaire,12.55,2024-09-09,2024-09-15,SUSPENDU
2511,Basique Hebdomadaire,13.86,2024-03-17,2024-03-24,EXPIRE
4202,Pro Annuel,708.03,2024-02-20,2025-02-26,ACTIVE
3208,Pro Annuel,659.48,2023-09-16,2024-09-12,EXPIRE
4490,Basique Mensuel,39.99,2026-05-04,2026-06-01,ACTIVE
2756,Family Mensuel,79.18,2025-12-05,2026-01-05,EXPIRE
8890,Family Mensuel,79.52,2023-11-26,2023-12-24,EXPIRE
178,Etudiant Mensuel,33.11,2025-02-28,2025-04-02,ACTIVE
1644,Premium Hebdomadaire,20.8,2026-08-13,2026-08-20,EXPIRE
9293,Etudiant Mensuel,23.49,2025-01-13,2025-02-14,EXPIRE
3519,Etudiant Mensuel,30.29,2023-08-15,2023-09-16,ACTIVE
1375,Family Mensuel,82.64,2024-05-18,2024-06-19,ACTIVE
1721,Basique Mensuel,42.51,2026-07-20,2026-08-15,SUSPENDU
3996,Premium Mensuel,75.34,2023-06-02,2023-07-06,ACTIVE
3689,Etudiant Mensuel,30.29,2023-10-18,2023-11-16,EXPIRE
2265,Basique Hebdomadaire,15.21,2024-02-05,2024-02-14,ACTIVE
88,Basique Mensuel,40.58,2025-02-27,2025-03-28,EXPIRE
2849,Basique Mensuel,41.4,2026-04-23,2026-05-26,EXPIRE
8688,Etudiant Mensuel,32.97,2025-04-24,2025-05-29,EXPIRE
404,Pro Annuel,728.07,2025-06-20,2026-06-20,ACTIVE
9901,Basique Hebdomadaire,14.67,2025-05-17,2025-05-24,ACTIVE
4078,Basique Mensuel,33.98,2024-09-27,2024-10-29,SUSPENDU
6836,Pro Annuel,697.87,2026-12-02,2027-12-06,ACTIVE
6538,Basique Mensuel,43.74,2026-08-19,2026-09-21,ACTIVE
2457,Premium Hebdomadaire,19.75,2024-06-06,2024-06-13,EXPIRE
2752,Etudiant Mensuel,33.32,2024-04-16,2024-05-21,ACTIVE
2215,Basique Mensuel,39.14,2025-08-15,2025-09-13,SUSPENDU
1028,Family Mensuel,80.21,2024-11-19,2024-12-17,ACTIVE
9704,Family Mensuel,82.5,2023-05-03,2023-06-06,EXPIRE
1422,Family Mensuel,81.92,2026-08-21,2026-09-20,ACTIVE
2437,Basique Hebdomadaire,13.27,2023-06-17,2023-06-23,EXPIRE
4278,Premium Hebdomadaire,19.05,2023-07-19,2023-07-25,EXPIRE
9610,Basique Mensuel,40.89,2025-11-10,2025-12-08,ACTIVE
1279,Basique Mensuel,40.34,2026-02-21,2026-03-23,ACTIVE
6221,Etudiant Mensuel,31.27,2026-07-19,2026-08-19,ACTIVE
4908,Pro Annuel,725.91,2025-06-08,2026-06-13,ACTIVE
5065,Family Mensuel,81.33,2023-03-05,2023-04-06,EXPIRE
1979,Family Mensuel,78.6,2026-03-21,2026-04-22,SUSPENDU
1062,Premium Mensuel,63.16,2024-01-22,2024-02-26,EXPIRE
5015,Family Mensuel,85.83,2026-07-19,2026-08-22,EXPIRE
4536,Family Mensuel,82.04,2026-07-14,2026-08-11,SUSPENDU
6994,Premium Hebdomadaire,23.72,2023-06-26,2023-07-05,SUSPENDU
9254,Etudiant Mensuel,25.62,2025-02-09,2025-03-09,SUSPENDU
1503,Basique Hebdomadaire,11.52,2026-12-14,2026-12-21,ACTIVE
8569,Etudiant Mensuel,28.79,2023-12-21,2024-01-17,ACTIVE
9315,Basique Hebdomadaire,12.76,2025-04-20,2025-04-27,ACTIVE
8837,Etudiant Mensuel,27.01,2026-05-11,2026-06-07,ACTIVE
8921,Premium Mensuel,73.02,2024-05-21,2024-06-19,SUSPENDU
4919,Basique Hebdomadaire,16.42,2026-10-07,2026-10-16,SUSPENDU
679,Basique Mensuel,41.67,2025-08-17,2025-09-18,ACTIVE
5077,Family Mensuel,80.06,2024-08-13,2024-09-10,ACTIVE
8065,Basique Mensuel,40.0,2026-07-05,2026-08-04,SUSPENDU
7569,Basique Hebdomadaire,16.11,2026-02-09,2026-02-17,ACTIVE
103,Basique Mensuel,40.97,2025-07-28,2025-08-29,ACTIVE
958,Premium Hebdomadaire,20.81,2023-03-16,2023-03-23,EXPIRE
8557,Premium Mensuel,74.66,2023-06-13,2023-07-16,ACTIVE
3786,Premium Mensuel,69.0,2024-10-08,2024-11-09,SUSPENDU
9631,Basique Mensuel,45.2,2024-07-14,2024-08-09,ACTIVE
7174,Basique Mensuel,41.08,2026-02-18,2026-03-16,SUSPENDU
4044,Basique Mensuel,38.13,2023-09-23,2023-10-20,EXPIRE
2649,Basique Mensuel,40.02,2025-10-09,2025-11-05,EXPIRE
6001,Family Mensuel,81.18,2023-07-03,2023-07-31,SUSPENDU
7928,Premium Mensuel,70.25,2025-11-22,2025-12-20,ACTIVE
2827,Pro Annuel,712.23,2024-12-01,2025-12-10,EXPIRE
4095,Premium Hebdomadaire,22.01,2023-01-20,2023-01-28,ACTIVE
7775,Premium Mensuel,71.46,2023-12-09,2024-01-06,EXPIRE
9259,Premium Mensuel,74.97,2026-02-21,2026-03-25,SUSPENDU
8114,Pro Annuel,697.71,2023-03-19,2024-03-15,EXPIRE
4773,Premium Mensuel,66.95,2024-09-14,2024-10-15,SUSPENDU
1948,Premium Hebdomadaire,20.94,2025-10-02,2025-10-11,ACTIVE
6110,Basique Mensuel,38.68,2025-12-22,2026-01-23,ACTIVE
2300,Premium Hebdomadaire,18.08,2024-07-12,2024-07-19,SUSPENDU
7845,Family Mensuel,85.36,2026-08-09,2026-09-13,ACTIVE
4383,Basique Mensuel,40.39,2024-07-27,2024-08-24,ACTIVE
5426,Pro Annuel,659.17,2025-09-19,2026-09-22,EXPIRE
6772,Premium Mensuel,65.85,2023-09-26,2023-10-23,EXPIRE
8579,Premium Mensuel,65.93,2023-04-02,2023-05-01,EXPIRE
4292,Basique Hebdomadaire,11.44,2024-09-28,2024-10-04,ACTIVE
529,Premium Mensuel,72.96,2024-04-26,2024-05-31,EXPIRE
1234,Premium Mensuel,77.43,2023-07-23,2023-08-23,EXPIRE
780,Premium Mensuel,71.11,2023-12-09,2024-01-07,ACTIVE
5860,Etudiant Mensuel,26.85,2023-12-05,2023-12-31,ACTIVE
3060,Basique Hebdomadaire,13.28,2026-10-10,2026-10-18,ACTIVE
8588,Premium Hebdomadaire,14.94,2026-09-06,2026-09-13,ACTIVE
1861,Pro Annuel,699.75,2024-05-05,2025-05-06,SUSPENDU
8439,Etudiant Mensuel,27.95,2025-05-11,2025-06-10,SUSPENDU
7404,Pro Annuel,699.66,2023-02-16,2024-02-21,EXPIRE
4640,Basique Hebdomadaire,10.0,2026-01-17,2026-01-24,EXPIRE
4251,Family Mensuel,81.93,2024-08-22,2024-09-17,ACTIVE
1993,Basique Mensuel,42.13,2026-03-06,2026-04-05,ACTIVE
7380,Pro Annuel,700.7,2023-11-16,2024-11-15,EXPIRE
7306,Premium Mensuel,69.81,2025-06-16,2025-07-19,ACTIVE
5304,Premium Hebdomadaire,20.99,2025-12-15,2025-12-21,ACTIVE
8193,Basique Mensuel,39.96,2025-01-01,2025-02-05,EXPIRE
7448,Pro Annuel,699.12,2025-10-25,2026-10-24,ACTIVE
2472,Pro Annuel,742.24,2023-06-25,2024-06-30,ACTIVE
7198,Family Mensuel,79.8,2026-02-12,2026-03-11,ACTIVE
5313,Basique Hebdomadaire,13.06,2024-06-26,2024-07-05,ACTIVE
9036,Family Mensuel,80.7,2025-05-14,2025-06-10,EXPIRE
1397,Basique Hebdomadaire,11.57,2024-10-07,2024-10-15,EXPIRE
4003,Basique Hebdomadaire,13.02,2023-04-07,2023-04-13,EXPIRE
5372,Basique Mensuel,37.96,2025-04-09,2025-05-11,EXPIRE
3236,Etudiant Mensuel,28.33,2023-05-01,2023-06-02,SUSPENDU
1043,Premium Mensuel,67.73,2026-09-25,2026-10-21,ACTIVE
3299,Basique Mensuel,37.91,2023-02-27,2023-03-30,EXPIRE
7257,Basique Hebdomadaire,12.84,2024-10-18,2024-10-25,ACTIVE
258,Premium Mensuel,68.72,2026-05-24,2026-06-24,ACTIVE
7287,Etudiant Mensuel,29.93,2026-02-24,2026-03-22,ACTIVE
8617,Family Mensuel,79.79,2024-11-28,2025-01-02,ACTIVE
7817,Etudiant Mensuel,26.95,2023-08-03,2023-08-31,ACTIVE
5844,Pro Annuel,654.17,2024-01-05,2025-01-03,ACTIVE
2090,Basique Hebdomadaire,14.83,2026-01-03,2026-01-09,ACTIVE
7703,Premium Mensuel,64.61,2025-01-18,2025-02-14,EXPIRE
504,Basique Mensuel,41.0,2023-12-04,2023-12-30,ACTIVE
5266,Etudiant Mensuel,26.52,2023-11-26,2023-12-26,EXPIRE
8815,Basique Hebdomadaire,14.55,2023-10-27,2023-11-05,SUSPENDU
1346,Etudiant Mensuel,25.32,2024-05-09,2024-06-04,ACTIVE
8456,Basique Hebdomadaire,15.83,2025-06-20,2025-06-29,SUSPENDU
5047,Premium Mensuel,66.26,2024-02-16,2024-03-15,EXPIRE
2249,Family Mensuel,79.65,2026-12-08,2027-01-07,EXPIRE
4982,Basique Mensuel,41.59,2024-04-25,2024-05-24,ACTIVE
373,Etudiant Mensuel,30.6,2026-03-27,2026-04-25,ACTIVE
8455,Basique Mensuel,40.51,2024-12-27,2025-01-30,ACTIVE
3371,Pro Annuel,699.85,2023-02-04,2024-02-09,EXPIRE
2007,Pro Annuel,727.99,2025-07-01,2026-06-27,ACTIVE
3657,Basique Hebdomadaire,14.0,2025-10-18,2025-10-27,ACTIVE
8328,Etudiant Mensuel,28.67,2023-06-04,2023-07-06,EXPIRE
7522,Pro Annuel,697.14,2026-10-15,2027-10-16,ACTIVE
4002,Basique Mensuel,39.93,2025-10-07,2025-11-02,ACTIVE
6073,Premium Hebdomadaire,21.32,2024-08-21,2024-08-29,ACTIVE
8737,Basique Mensuel,40.36,2024-08-25,2024-09-20,ACTIVE
998,Family Mensuel,81.14,2023-04-14,2023-05-14,ACTIVE
8180,Basique Mensuel,39.54,2024-02-11,2024-03-08,ACTIVE
3291,Premium Hebdomadaire,22.54,2026-10-08,2026-10-15,ACTIVE
1177,Pro Annuel,654.94,2023-01-22,2024-01-27,EXPIRE
552,Basique Mensuel,39.71,2025-03-13,2025-04-10,ACTIVE
745,Pro Annuel,710.92,2026-03-27,2027-04-06,SUSPENDU
7224,Pro Annuel,663.6,2023-09-21,2024-09-20,SUSPENDU
4555,Etudiant Mensuel,28.97,2026-06-21,2026-07-22,ACTIVE
2860,Pro Annuel,658.34,2026-01-12,2027-01-06,ACTIVE
8821,Basique Mensuel,40.68,2026-04-21,2026-05-19,ACTIVE
3460,Basique Hebdomadaire,11.88,2024-10-02,2024-10-11,ACTIVE
2725,Etudiant Mensuel,31.52,2023-11-22,2023-12-22,EXPIRE
6848,Family Mensuel,80.85,2026-04-13,2026-05-14,EXPIRE
7616,Premium Mensuel,68.05,2025-10-20,2025-11-15,ACTIVE
7548,Family Mensuel,78.22,2025-11-16,2025-12-16,ACTIVE
9175,Premium Hebdomadaire,21.98,2025-10-03,2025-10-09,EXPIRE
6394,Premium Hebdomadaire,18.79,2025-02-10,2025-02-17,EXPIRE
5359,Pro Annuel,696.74,2024-12-08,2025-12-08,ACTIVE
9489,Premium Mensuel,67.43,2023-01-09,2023-02-12,ACTIVE
2969,Pro Annuel,724.71,2025-07-24,2026-07-29,ACTIVE
694,Basique Mensuel,43.6,2024-12-01,2025-01-03,SUSPENDU
2534,Basique Mensuel,38.34,2025-02-26,2025-03-29,ACTIVE
6400,Basique Hebdomadaire,11.41,2023-08-10,2023-08-19,ACTIVE
983,Basique Hebdomadaire,11.25,2026-12-11,2026-12-18,ACTIVE
5365,Etudiant Mensuel,30.15,2023-05-15,2023-06-18,EXPIRE
80,Etudiant Mensuel,24.41,2024-05-02,2024-06-03,ACTIVE
4054,Pro Annuel,710.34,2023-11-05,2024-11-13,SUSPENDU
6259,Etudiant Mensuel,26.18,2026-12-23,2027-01-24,EXPIRE
9577,Premium Hebdomadaire,18.09,2025-04-15,2025-04-23,ACTIVE
9026,Pro Annuel,701.24,2024-11-18,2025-11-20,ACTIVE
3108,Family Mensuel,81.02,2026-02-03,2026-03-03,ACTIVE
3602,Family Mensuel,78.7,2024-08-07,2024-09-06,EXPIRE
6074,Premium Mensuel,70.8,2024-08-22,2024-09-19,EXPIRE
8127,Premium Hebdomadaire,22.57,2023-08-27,2023-09-04,EXPIRE
2143,Premium Mensuel,70.3,2026-02-20,2026-03-23,ACTIVE
6311,Etudiant Mensuel,30.16,2026-04-20,2026-05-25,ACTIVE
2269,Family Mensuel,74.28,2026-09-16,2026-10-17,SUSPENDU
446,Basique Hebdomadaire,15.2,2024-08-18,2024-08-26,ACTIVE
4884,Pro Annuel,700.85,2025-04-10,2026-04-05,ACTIVE
4467,Etudiant Mensuel,32.02,2024-10-24,2024-11-28,EXPIRE
9027,Pro Annuel,657.2,2026-01-23,2027-01-26,ACTIVE
6633,Pro Annuel,699.28,2024-11-25,2025-11-23,EXPIRE
3317,Premium Hebdomadaire,19.89,2023-04-05,2023-04-11,ACTIVE
1702,Pro Annuel,700.87,2023-12-22,2024-12-18,EXPIRE
2527,Premium Hebdomadaire,21.75,2023-12-26,2024-01-04,ACTIVE
69,Premium Hebdomadaire,21.64,2024-11-04,2024-11-12,EXPIRE
1169,Basique Hebdomadaire,15.06,2023-11-15,2023-11-23,ACTIVE
49,Basique Hebdomadaire,13.61,2024-04-10,2024-04-17,SUSPENDU
1054,Pro Annuel,728.46,2023-07-10,2024-07-11,ACTIVE
4030,Family Mensuel,84.63,2024-07-16,2024-08-13,ACTIVE
881,Basique Hebdomadaire,18.54,2026-10-01,2026-10-09,ACTIVE
2652,Premium Mensuel,72.72,2026-03-03,2026-03-30,ACTIVE
7760,Pro Annuel,697.65,2024-11-19,2025-11-17,ACTIVE
2440,Pro Annuel,697.1,2026-03-02,2027-03-03,ACTIVE
4925,Basique Hebdomadaire,13.8,2023-10-02,2023-10-08,EXPIRE
1468,Family Mensuel,80.7,2023-02-11,2023-03-15,EXPIRE
7293,Premium Hebdomadaire,19.66,2023-07-02,2023-07-08,SUSPENDU
5036,Premium Hebdomadaire,25.3,2023-08-01,2023-08-09,ACTIVE
2442,Premium Hebdomadaire,21.28,2025-01-07,2025-01-14,ACTIVE
6555,Basique Hebdomadaire,12.49,2025-11-10,2025-11-16,SUSPENDU
231,Family Mensuel,81.87,2026-07-14,2026-08-10,ACTIVE
1321,Etudiant Mensuel,28.09,2026-08-17,2026-09-16,ACTIVE
42,Premium Mensuel,72.8,2024-04-07,2024-05-11,ACTIVE
778,Pro Annuel,699.54,2026-04-17,2027-04-19,EXPIRE
8951,Basique Hebdomadaire,13.42,2023-11-28,2023-12-05,EXPIRE
8405,Basique Hebdomadaire,15.64,2025-01-11,2025-01-20,ACTIVE
1730,Pro Annuel,671.3,2024-09-19,2025-09-28,ACTIVE
3911,Pro Annuel,697.44,2024-04-10,2025-04-08,ACTIVE
580,Premium Hebdomadaire,21.85,2024-01-18,2024-01-27,ACTIVE
9942,Premium Mensuel,73.23,2024-10-26,2024-11-22,ACTIVE
5840,Basique Mensuel,38.93,2025-12-14,2026-01-10,ACTIVE
8272,Pro Annuel,701.89,2026-05-19,2027-05-18,ACTIVE
7276,Etudiant Mensuel,29.22,2026-03-09,2026-04-11,EXPIRE
1492,Family Mensuel,84.59,2025-04-27,2025-05-27,EXPIRE
9110,Basique Hebdomadaire,13.75,2024-04-16,2024-04-22,ACTIVE
5611,Pro Annuel,659.18,2023-01-26,2024-01-31,ACTIVE
62,Basique Mensuel,39.66,2024-11-21,2024-12-21,ACTIVE
5472,Etudiant Mensuel,28.68,2025-05-24,2025-06-25,ACTIVE
3906,Premium Mensuel,69.41,2026-05-10,2026-06-07,EXPIRE
6532,Basique Mensuel,42.42,2026-07-24,2026-08-19,ACTIVE
403,Basique Hebdomadaire,14.0,2025-03-13,2025-03-21,EXPIRE
333,Etudiant Mensuel,28.13,2024-02-07,2024-03-06,ACTIVE
2085,Basique Mensuel,39.0,2025-08-12,2025-09-13,ACTIVE
9558,Basique Hebdomadaire,15.83,2024-07-13,2024-07-22,SUSPENDU
165,Basique Mensuel,41.72,2026-12-16,2027-01-12,ACTIVE
4380,Basique Hebdomadaire,12.59,2024-04-09,2024-04-17,ACTIVE
2716,Premium Hebdomadaire,16.21,2023-03-03,2023-03-09,EXPIRE
8924,Pro Annuel,699.77,2026-03-17,2027-03-19,ACTIVE
7347,Basique Hebdomadaire,11.51,2023-12-06,2023-12-12,EXPIRE
5454,Pro Annuel,698.0,2024-03-09,2025-03-06,ACTIVE
7047,Premium Hebdomadaire,20.01,2023-11-06,2023-11-13,EXPIRE
1335,Premium Hebdomadaire,21.06,2025-06-26,2025-07-02,EXPIRE
8699,Pro Annuel,699.8,2024-10-09,2025-10-08,ACTIVE
1660,Etudiant Mensuel,28.36,2023-01-25,2023-02-26,ACTIVE
3579,Family Mensuel,78.52,2025-12-24,2026-01-24,ACTIVE
754,Basique Hebdomadaire,15.41,2025-06-27,2025-07-03,EXPIRE
6585,Etudiant Mensuel,33.36,2023-10-14,2023-11-18,EXPIRE
707,Premium Mensuel,67.69,2026-05-07,2026-06-04,ACTIVE
3015,Premium Mensuel,68.94,2025-10-22,2025-11-17,ACTIVE
8559,Etudiant Mensuel,27.82,2024-05-25,2024-06-26,ACTIVE
9876,Pro Annuel,699.95,2026-10-06,2027-10-09,EXPIRE
9583,Basique Hebdomadaire,10.75,2024-06-02,2024-06-08,ACTIVE
8929,Family Mensuel,80.68,2023-11-28,2024-01-02,EXPIRE
9557,Etudiant Mensuel,25.34,2025-03-09,2025-04-08,SUSPENDU
8984,Basique Hebdomadaire,14.48,2023-12-13,2023-12-19,EXPIRE
1835,Basique Mensuel,38.89,2024-03-14,2024-04-09,ACTIVE
2997,Basique Hebdomadaire,14.45,2025-08-05,2025-08-13,EXPIRE
5428,Etudiant Mensuel,30.45,2023-05-15,2023-06-19,ACTIVE
3880,Basique Hebdomadaire,13.64,2025-11-26,2025-12-04,ACTIVE
7157,Basique Mensuel,42.09,2023-02-23,2023-03-25,EXPIRE
5082,Family Mensuel,80.23,2025-10-18,2025-11-14,ACTIVE
9115,Pro Annuel,710.02,2024-05-03,2025-05-10,EXPIRE
7245,Premium Mensuel,71.25,2026-08-25,2026-09-20,ACTIVE
5401,Basique Hebdomadaire,10.85,2025-11-13,2025-11-20,EXPIRE
5396,Pro Annuel,659.44,2023-01-14,2024-01-10,SUSPENDU
9428,Basique Mensuel,38.89,2024-04-23,2024-05-21,EXPIRE
2247,Pro Annuel,736.37,2025-06-25,2026-07-05,ACTIVE
836,Etudiant Mensuel,30.91,2025-12-09,2026-01-13,ACTIVE
8395,Family Mensuel,84.18,2024-06-06,2024-07-10,EXPIRE
9043,Basique Hebdomadaire,13.72,2025-04-27,2025-05-03,EXPIRE
433,Basique Hebdomadaire,14.02,2024-07-08,2024-07-16,ACTIVE
3379,Family Mensuel,80.9,2023-10-22,2023-11-22,SUSPENDU
6818,Family Mensuel,77.32,2024-10-24,2024-11-22,EXPIRE
8132,Basique Mensuel,41.14,2025-01-15,2025-02-17,SUSPENDU
9622,Basique Hebdomadaire,12.59,2025-07-24,2025-07-31,ACTIVE
6067,Premium Mensuel,68.49,2023-03-27,2023-04-26,ACTIVE
1194,Pro Annuel,700.57,2023-05-27,2024-05-22,EXPIRE
6935,Pro Annuel,659.57,2025-01-18,2026-01-14,ACTIVE
5462,Basique Mensuel,41.18,2024-10-05,2024-11-06,ACTIVE
3072,Basique Mensuel,44.65,2023-07-15,2023-08-12,EXPIRE
3045,Etudiant Mensuel,30.4,2023-06-04,2023-07-01,SUSPENDU
3264,Etudiant Mensuel,31.22,2024-06-19,2024-07-21,SUSPENDU
2730,Premium Mensuel,69.12,2025-12-27,2026-01-27,ACTIVE
3434,Premium Hebdomadaire,20.81,2023-11-26,2023-12-04,EXPIRE
434,Pro Annuel,701.28,2023-08-28,2024-08-31,EXPIRE
3273,Premium Hebdomadaire,21.38,2024-09-13,2024-09-22,ACTIVE
7002,Premium Mensuel,69.59,2025-06-02,2025-07-02,ACTIVE
9727,Basique Mensuel,42.49,2024-10-09,2024-11-12,ACTIVE
105,Premium Mensuel,72.5,2026-06-22,2026-07-24,EXPIRE
3316,Premium Mensuel,70.74,2024-05-12,2024-06-10,ACTIVE
1657,Premium Hebdomadaire,21.09,2026-06-06,2026-06-13,EXPIRE
1534,Family Mensuel,82.22,2024-03-12,2024-04-15,SUSPENDU
4681,Basique Mensuel,43.67,2023-06-16,2023-07-21,EXPIRE
8814,Etudiant Mensuel,30.34,2026-06-11,2026-07-08,ACTIVE
9003,Premium Mensuel,73.39,2026-03-25,2026-04-29,EXPIRE
6623,Premium Hebdomadaire,20.65,2026-05-02,2026-05-08,ACTIVE
1444,Premium Mensuel,67.66,2025-11-04,2025-12-06,ACTIVE
215,Premium Mensuel,69.42,2026-02-22,2026-03-23,ACTIVE
5357,Premium Hebdomadaire,17.05,2023-12-12,2023-12-19,EXPIRE
9219,Pro Annuel,698.37,2026-10-05,2027-10-02,ACTIVE
6323,Premium Hebdomadaire,21.09,2024-07-10,2024-07-18,SUSPENDU
4990,Basique Mensuel,48.4,2025-07-04,2025-08-06,ACTIVE
1420,Basique Mensuel,40.9,2023-05-22,2023-06-18,EXPIRE
9517,Pro Annuel,703.32,2025-03-05,2026-03-01,ACTIVE
8607,Etudiant Mensuel,29.05,2023-06-12,2023-07-16,EXPIRE
182,Family Mensuel,84.15,2026-06-21,2026-07-24,SUSPENDU
4353,Premium Hebdomadaire,19.54,2025-02-10,2025-02-17,ACTIVE
8701,Premium Hebdomadaire,23.66,2025-06-02,2025-06-08,ACTIVE
2447,Family Mensuel,80.52,2023-12-15,2024-01-13,EXPIRE
5322,Premium Mensuel,63.63,2024-01-25,2024-02-24,ACTIVE
8046,Family Mensuel,87.11,2023-07-27,2023-08-30,ACTIVE
5685,Basique Hebdomadaire,11.97,2025-05-19,2025-05-26,ACTIVE
3533,Pro Annuel,699.8,2025-04-21,2026-04-17,ACTIVE
8245,Etudiant Mensuel,27.84,2026-07-22,2026-08-23,ACTIVE
7977,Basique Mensuel,38.21,2023-11-11,2023-12-10,EXPIRE
3699,Basique Mensuel,41.77,2025-01-10,2025-02-14,ACTIVE
71,Premium Hebdomadaire,20.64,2024-03-14,2024-03-20,ACTIVE
545,Basique Mensuel,35.54,2024-05-03,2024-06-03,ACTIVE
1205,Premium Mensuel,72.58,2024-12-16,2025-01-20,SUSPENDU
3079,Basique Hebdomadaire,12.63,2024-09-17,2024-09-24,ACTIVE
9107,Premium Hebdomadaire,22.36,2025-08-20,2025-08-28,ACTIVE
9121,Basique Hebdomadaire,10.04,2025-10-07,2025-10-15,EXPIRE
9681,Pro Annuel,709.27,2024-04-06,2025-04-14,ACTIVE
6181,Basique Mensuel,41.73,2023-10-16,2023-11-13,EXPIRE
